,ds,absolute_humidity_2m:gm3,air_density_2m:kgm3,ceiling_height_agl:m,clear_sky_energy_1h:J,clear_sky_rad:W,cloud_base_agl:m,dew_or_rime:idx,dew_point_2m:K,diffuse_rad:W,diffuse_rad_1h:J,direct_rad:W,direct_rad_1h:J,effective_cloud_cover:p,elevation:m,fresh_snow_12h:cm,fresh_snow_1h:cm,fresh_snow_24h:cm,fresh_snow_3h:cm,fresh_snow_6h:cm,is_day:idx,is_in_shadow:idx,msl_pressure:hPa,precip_5min:mm,precip_type_5min:idx,pressure_100m:hPa,pressure_50m:hPa,prob_rime:p,rain_water:kgm2,relative_humidity_1000hPa:p,sfc_pressure:hPa,snow_density:kgm3,snow_depth:cm,snow_drift:idx,snow_melt_10min:mm,snow_water:kgm2,sun_azimuth:d,sun_elevation:d,super_cooled_liquid_water:kgm2,t_1000hPa:K,total_cloud_cover:p,visibility:m,wind_speed_10m:ms,is_estimated,y,location
59622,2023-01-14 10:00:00,3.825,1.272,1003.1,55752.3,34.45,552.45,0.0,269.95,19.1,29122.6,0.075,72.1,99.075,7.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,998.05,0.0,0.0,984.85,991.05,0.0,0.0,84.6,997.275,,0.0,0.0,0.0,0.0,164.93451,4.16675,0.1,273.175,99.95,36400.676,1.425,1,9.954472113409375,B
59670,2023-01-16 10:00:00,3.875,1.249,1248.3,64985.4,38.15,1033.5,0.0,270.15,18.275,39086.2,0.05,266.0,100.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,980.2,0.0,0.0,967.25,973.35,0.0,0.0,84.075,979.45,,0.0,0.0,0.0,0.1,164.72424,4.50425,0.0,274.15,100.0,16454.4,2.9,1,-0.0,B
59657,2023-01-15 21:00:00,3.05,1.256,364.675,0.0,0.0,264.125,0.0,267.2,0.0,0.0,0.0,0.0,100.0,7.0,1.9,0.0,2.8,0.0,0.0,0.0,1.0,976.25,0.0,0.0,963.15,969.275,0.0,0.0,82.675,975.425,,0.0,0.0,0.0,0.05,319.33923,-42.907,0.075,271.075,100.0,16189.625,2.05,1,-0.0,B
59647,2023-01-15 11:00:00,2.9,1.2544999,1924.7,138535.4,47.3,1295.775,0.0,266.45,31.599998,81048.9,1.2,1659.9,100.0,7.0,1.5,0.3,1.5,1.0,1.5,1.0,0.0,977.425,0.0,0.0,964.3,970.4,0.0,0.0,73.55,976.6,,0.0,0.0,0.0,0.2,178.85625,5.283,0.0,271.225,100.0,6404.325,5.35,1,20.840012822287505,B
59692,2023-01-17 08:00:00,3.4,1.25025,4584.2,0.0,0.0,3348.2,0.0,268.45,0.0,0.0,0.0,0.0,98.5,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,985.625,0.0,0.0,972.625,978.725,0.0,0.0,66.675,984.85,,0.0,0.0,0.0,0.1,137.29025,-1.79475,0.0,274.9,100.0,55462.875,3.75,1,-0.0,B
59674,2023-01-16 14:00:00,3.75,1.24475,5333.075,58083.0,0.775,1282.3,0.0,269.65,0.5,38236.7,0.0,0.0,80.05,7.0,0.0,0.0,0.0,0.0,0.0,0.25,1.0,981.075,0.0,0.0,968.15,974.25,0.0,0.0,71.175,980.35,,0.0,0.0,0.0,0.0,220.25226,-1.176,0.0,275.7,94.175,53354.6,3.2,1,-0.0,B
59656,2023-01-15 20:00:00,3.1,1.25625,757.25,0.0,0.0,492.35,0.0,267.25,0.0,0.0,0.0,0.0,100.0,7.0,2.3,0.0,2.8,0.0,0.0,0.0,1.0,975.925,0.0,0.0,962.85,968.95,0.0,0.0,83.7,975.075,,0.0,0.0,0.0,0.1,302.134,-37.83525,0.0,271.25,100.0,18076.725,1.3,1,-0.0,B
59618,2023-01-14 06:00:00,3.45,1.276,778.625,0.0,0.0,460.625,0.0,268.675,0.0,0.0,0.0,0.0,99.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,998.475,0.0,0.0,985.25,991.45,0.0,0.0,81.4,997.7,,0.0,0.0,0.0,0.0,111.68275,-13.1905,0.1,272.525,100.0,30244.65,0.65,1,-0.0,B
59694,2023-01-17 10:00:00,3.5,1.247,3389.55,70044.5,40.2,2390.15,0.0,268.67502,29.225,59708.2,0.32500002,1165.8,99.850006,7.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,985.975,0.0,0.0,972.975,979.075,0.0,0.0,63.65,985.175,,0.0,0.0,0.0,0.22500001,164.6215,4.6835003,0.0,275.45,100.0,33570.324,3.55,1,1.2356989517208332,B
59620,2023-01-14 08:00:00,3.625,1.276,1171.05,0.0,0.0,773.3,0.0,269.375,0.0,0.0,0.0,0.0,99.075,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,998.45,0.0,0.0,985.2,991.4,0.0,0.0,85.1,997.7,,0.0,0.0,0.0,0.0,137.70074,-2.23775,0.1,272.75,100.0,31641.125,0.75,1,-0.0,B
59661,2023-01-16 01:00:00,3.3,1.253,2100.35,0.0,0.0,309.525,0.0,268.175,0.0,0.0,0.0,0.0,98.75,7.0,0.0,0.0,0.2,0.0,0.0,0.0,1.0,976.95,0.0,0.0,963.85,969.95,0.0,0.0,84.5,976.1,,0.0,0.0,0.0,0.025,37.49475,-43.4425,0.0,272.1,100.0,34572.375,1.55,1,-0.0,B
59655,2023-01-15 19:00:00,3.15,1.2555001,3052.5,0.0,0.0,598.4,0.0,267.575,0.0,0.0,0.0,0.0,100.0,7.0,2.5,0.0,2.8,0.0,0.4,0.0,1.0,975.65,0.0,0.0,962.57495,968.7,0.0,0.0,84.95,974.85,,0.0,0.0,0.0,0.1,286.71725,-31.74075,0.0,271.375,100.0,22183.125,1.075,1,-0.0,B
59634,2023-01-14 22:00:00,3.4,1.26225,7781.5,0.0,0.0,808.5,0.0,268.6,0.0,0.0,0.0,0.0,24.2,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,987.30005,0.0,0.0,974.175,980.325,0.0,0.0,76.75,986.5,,0.0,0.0,0.0,0.0,338.5555,-46.553497,0.0,273.4,29.925,51219.125,3.55,1,-0.0,B
59644,2023-01-15 08:00:00,2.9250002,1.256,2224.275,0.0,0.0,1652.325,0.0,266.625,0.0,0.0,0.0,0.0,100.0,7.0,0.5,0.2,0.5,0.5,0.5,0.0,1.0,979.3,0.0,0.0,966.2,972.325,0.0,0.0,72.850006,978.5,,0.0,0.0,0.0,0.3,137.56375,-2.09725,0.025,271.45,100.0,7573.05,5.8250003,1,-0.0,B
59617,2023-01-14 05:00:00,3.325,1.276,434.725,0.0,0.0,353.875,0.0,268.2,0.0,0.0,0.0,0.0,100.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,998.55,0.0,0.0,985.3,991.5,0.0,0.0,79.375,997.75,,0.0,0.0,0.0,0.0,98.71875,-19.6535,0.175,272.55,100.0,30795.076,1.025,1,-0.0,B
59676,2023-01-16 16:00:00,3.4250002,1.2535,1501.0,0.0,0.0,882.8,0.0,268.5,0.0,0.0,0.0,0.0,29.7,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,981.8,0.0,0.0,968.875,974.975,0.0,0.0,70.35,981.125,,0.0,0.0,0.0,0.0,246.3875,-11.86025,0.0,275.75,31.575,52210.824,2.9,1,-0.0,B
59700,2023-01-17 16:00:00,3.7,1.246,2323.7,0.0,0.0,1037.95,0.0,269.5,0.0,0.0,0.0,0.0,99.95,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,985.725,0.0,0.0,972.8,978.9,0.0,0.0,66.85,985.0,,0.0,0.0,0.0,0.3,246.4,-11.6545,0.0,275.625,100.0,55257.95,4.975,1,-0.0,B
59681,2023-01-16 21:00:00,2.65,1.2695,6894.1,0.0,0.0,6341.4,0.0,265.325,0.0,0.0,0.0,0.0,58.825,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,983.05,0.0,0.0,970.05,976.25,0.0,0.0,68.0,982.45,,0.0,0.0,0.0,0.0,319.3115,-42.707,0.0,272.55,97.775,51850.4,1.5,1,-0.0,B
59628,2023-01-14 16:00:00,4.0,1.26775,3544.425,0.0,0.0,1778.25,0.0,270.67502,0.0,0.0,0.0,0.0,79.2,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,993.6,0.0,0.0,980.44995,986.65,0.0,0.0,87.875,992.85,,0.0,0.0,0.0,0.0,246.3775,-12.25775,0.0,273.4,94.9,41292.625,3.3,1,-0.0,B
59645,2023-01-15 09:00:00,2.9,1.256,2122.2,1136.8,13.625,1666.35,0.0,266.375,6.35,4745.4,0.0,0.0,100.0,7.0,0.8,0.4,0.8,0.8,0.8,1.0,0.75,978.75,0.0,0.0,965.7,971.85,0.0,0.0,72.85,977.95,,0.0,0.0,0.0,0.275,151.02425,1.8135,0.0,271.17502,100.0,7224.45,5.875,1,9.99874737021875,B
59765,2023-01-20 10:00:00,2.45,1.31025,28.625,87244.4,47.225,283.05,0.0,264.425,32.9,66632.7,19.4,25934.4,35.050003,7.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1014.8,0.0,0.0,1001.325,1007.7,0.0,0.0,77.3,1014.15,,0.0,0.0,0.0,0.0,164.32275,5.2615004,0.0,268.75,35.050003,39870.625,1.625,1,50.374385818968754,B
59735,2023-01-19 03:00:00,2.8,1.273,1994.125,0.0,0.0,1199.0,0.0,266.15002,0.0,0.0,0.0,0.0,100.0,7.0,1.6,0.5,1.9,1.6,1.6,0.0,1.0,992.8,0.0,0.0,979.625,985.8,0.0,0.0,68.85,992.05,,0.0,0.0,0.0,0.25,70.136246,-32.22525,0.05,271.75,100.0,10514.425,1.45,1,-0.0,B
59788,2023-01-21 10:00:00,2.85,1.32275,8838.45,93735.7,49.85,7492.625,0.0,266.2,43.975,86240.9,10.7,19507.1,50.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1029.75,0.0,0.0,1016.125,1022.55,0.0,0.0,64.1,1029.05,,0.0,0.0,0.0,0.0,164.22675,5.46725,0.0,270.65,100.0,52620.426,1.175,1,87.99541629852187,B
59736,2023-01-19 04:00:00,2.8,1.27325,4201.475,0.0,0.0,1797.5,0.0,266.025,0.0,0.0,0.0,0.0,89.525,7.0,1.6,0.0,1.9,1.6,1.6,0.0,1.0,993.2,0.0,0.0,980.025,986.225,0.0,0.0,68.174995,992.42505,,0.0,0.0,0.0,0.125,84.4415,-25.69475,0.0,272.125,100.0,18357.875,1.725,1,-0.0,B
59789,2023-01-21 11:00:00,2.7,1.3195,8869.75,189321.4,63.575,6968.9,0.0,265.6,53.05,161613.9,13.625,39851.0,43.1,7.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1029.55,0.0,0.0,1015.85,1022.3,0.0,0.0,60.85,1028.75,,0.0,0.0,0.0,0.0,178.3895,6.48025,0.0,270.375,86.2,55298.25,0.875,1,94.88657113914375,B
59731,2023-01-18 23:00:00,3.225,1.26775,1535.6,0.0,0.0,1205.6499,0.0,267.725,0.0,0.0,0.0,0.0,100.0,7.0,0.5,0.5,0.5,0.5,0.5,0.0,1.0,990.65,0.0,0.0,977.475,983.675,0.0,0.0,72.45,989.875,,0.0,0.0,0.0,0.35000002,178.64925,-47.09825,0.1,272.575,100.0,9321.675,0.85,1,-0.0,B
59783,2023-01-21 04:00:00,3.05,1.315,6118.7,0.0,0.0,3812.2,0.0,266.975,0.0,0.0,0.0,0.0,62.4,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1028.0,0.0,0.0,1014.5,1020.9,0.0,0.0,59.825,1027.35,,0.0,0.0,0.0,0.0,84.081,-25.38475,0.0,273.3,78.475,55381.05,2.325,1,-0.0,B
59720,2023-01-18 12:00:00,3.55,1.258,6229.45,197333.4,46.275,3434.35,0.0,269.05,38.725,148959.2,10.625,30204.9,79.675,7.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,986.025,0.0,0.0,972.975,979.1,0.0,0.0,76.575,985.275,,0.0,0.0,0.0,0.0,192.72575,5.19025,0.0,274.1,98.325,51144.1,1.75,1,24.637313354809375,B
59738,2023-01-19 06:00:00,2.9250002,1.27525,5090.875,0.0,0.0,3082.35,0.0,266.55,0.0,0.0,0.0,0.0,87.7,7.0,1.6,0.0,1.9,0.0,1.6,0.0,1.0,994.0,0.0,0.0,980.85,987.05,0.0,0.0,70.95,993.275,,0.0,0.0,0.0,0.1,110.88425,-12.5125,0.0,273.3,100.0,39261.7,1.575,1,-0.0,B
59757,2023-01-20 02:00:00,2.6,1.30675,4192.525,0.0,0.0,3736.5,0.0,265.15002,0.0,0.0,0.0,0.0,72.925,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1007.9,0.0,0.0,994.5,1000.85,0.0,0.0,82.45,1007.25,,0.0,0.0,0.0,0.0,54.26225,-37.985,0.0,270.075,98.025,36569.523,1.525,1,-0.0,B
59744,2023-01-19 13:00:00,2.9250002,1.283,5231.425,167167.1,24.725,4720.45,0.0,266.67502,21.325,126997.6,0.0,0.0,95.175,7.0,1.6,0.0,1.6,0.0,0.0,1.0,0.25,998.35,0.0,0.0,985.05,991.325,0.0,0.0,73.1,997.55,,0.0,0.0,0.0,0.0,206.61575,3.14775,0.0,272.1,100.0,52744.05,1.625,1,15.518747610928129,B
59787,2023-01-21 09:00:00,2.9,1.32525,9521.475,8809.0,22.425,7777.8,0.0,266.375,20.925,20359.0,4.7749996,0.0,50.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,1029.6749,0.0,0.0,1016.1,1022.57495,0.0,0.0,64.125,1029.075,,0.0,0.0,0.0,0.0,150.30475,2.87775,0.0,271.225,100.0,51876.926,1.1500001,1,26.386535290687505,B
59737,2023-01-19 05:00:00,2.85,1.2737501,5994.7,0.0,0.0,2320.35,0.0,266.175,0.0,0.0,0.0,0.0,74.25,7.0,1.6,0.0,1.9,0.5,1.6,0.0,1.0,993.45,0.0,0.0,980.275,986.475,0.0,0.0,68.875,992.7,,0.0,0.0,0.0,0.1,97.87125,-19.00025,0.0,272.775,100.0,32012.25,1.625,1,-0.0,B
59751,2023-01-19 20:00:00,2.725,1.29925,4731.9,0.0,0.0,2575.0,0.0,265.9,0.0,0.0,0.0,0.0,74.225,7.0,0.0,0.0,1.6,0.0,0.0,0.0,1.0,1002.8,0.0,0.0,989.475,995.8,0.0,0.0,80.375,1002.1,,0.0,0.0,0.0,0.0,302.1695,-36.99975,0.0,270.9,78.625,36574.25,2.025,1,-0.0,B
59774,2023-01-20 19:00:00,2.6,1.312,730.475,0.0,0.0,588.85,0.0,265.025,0.0,0.0,0.0,0.0,100.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1021.925,0.0,0.0,1008.4,1014.8,0.0,0.0,61.75,1021.225,,0.0,0.0,0.0,0.0,286.84625,-30.689,0.2,270.425,100.0,42821.824,2.175,1,-0.0,B
59786,2023-01-21 07:00:00,2.8,1.32425,8702.5,0.0,0.0,8108.0,0.0,265.95,0.0,0.0,0.0,0.0,38.475,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1029.025,0.0,0.0,1015.4,1021.875,0.0,0.0,59.05,1028.3,,0.0,0.0,0.0,0.0,123.54725,-6.2269998,0.0,271.95,65.15,53844.977,1.75,1,-0.0,B
59767,2023-01-20 12:00:00,2.6,1.306,28.7,218026.7,51.75,726.5,0.0,264.95,37.075,143563.7,23.7,93447.2,42.45,7.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1016.3,0.0,0.0,1002.8,1009.175,0.0,0.0,71.0,1015.575,,0.0,0.0,0.0,0.0,192.62425,5.617,0.0,269.675,42.45,46918.227,1.325,1,52.21424114717187,B
59710,2023-01-18 02:00:00,3.5,1.2555,6271.65,0.0,0.0,1449.025,0.0,268.775,0.0,0.0,0.0,0.0,75.35,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,985.7,0.0,0.0,972.7,978.85,0.0,0.0,72.100006,985.0,,0.0,0.0,0.0,0.0,54.635998,-38.31075,0.0,274.3,99.575,52303.375,3.35,1,-0.0,B
59717,2023-01-18 09:00:00,3.7,1.2585,4934.625,2565.2,17.65,2072.0,0.0,269.4,14.525,12711.4,0.225,0.0,87.2,7.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,986.0,0.0,0.0,972.9,979.0,0.0,0.0,80.8,985.2,,0.0,0.0,0.0,0.1,150.66025,2.31425,0.0,273.6,99.75,29237.676,3.25,1,11.825234468509374,B
59704,2023-01-17 20:00:00,3.7,1.25,6180.875,0.0,0.0,2638.4,0.0,269.55,0.0,0.0,0.0,0.0,72.1,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,986.475,0.0,0.0,973.525,979.625,0.0,0.0,69.175,985.75,,0.0,0.0,0.0,0.0,302.13898,-37.4275,0.0,275.575,100.0,54676.75,4.2,1,-0.0,B
59718,2023-01-18 10:00:00,3.675,1.259,5879.15,75425.0,42.4,3797.6,0.0,269.4,32.675,60647.5,3.0,2589.2,71.5,7.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,986.0,0.0,0.0,972.9,979.05,0.0,0.0,80.7,985.2,,0.0,0.0,0.0,0.1,164.52025,4.86925,0.0,273.875,99.2,34876.55,2.875,1,34.50848094381249,B
59723,2023-01-18 15:00:00,3.4,1.26325,3535.5,1717.4,0.0,3163.95,0.0,268.6,0.0,13833.6,0.0,0.0,100.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,987.075,0.0,0.0,974.05,980.15,0.0,0.0,78.85,986.35,,0.0,0.0,0.0,0.1,233.4435,-5.646,0.0,274.075,100.0,37182.676,1.125,1,-0.0,B
59746,2023-01-19 15:00:00,2.9,1.2887499,5027.55,2523.6,0.0,4803.6504,0.0,266.525,0.0,16199.3,0.0,0.0,98.975,7.0,0.0,0.0,1.6,0.0,0.0,0.0,1.0,999.45,0.0,0.0,986.225,992.475,0.0,0.0,76.100006,998.775,,0.0,0.0,0.0,0.0,233.45325,-5.42925,0.0,271.725,100.0,50585.15,1.775,1,-0.0,B
59762,2023-01-20 07:00:00,2.45,1.311,28.725,0.0,0.0,159.5,0.0,264.45,0.0,0.0,0.0,0.0,30.2,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1011.85,0.0,0.0,998.45,1004.825,0.0,0.0,80.85,1011.25,,0.0,0.0,0.0,0.0,123.6965,-6.39875,0.0,268.875,30.2,37924.15,1.725,1,-0.0,B
59779,2023-01-21 00:00:00,3.4,1.303,3823.0498,0.0,0.0,658.5,0.0,268.3,0.0,0.0,0.0,0.0,90.525,7.0,0.0,0.0,0.2,0.0,0.0,0.0,1.0,1026.125,0.0,0.0,1012.65,1019.025,0.0,0.0,64.65,1025.375,,0.0,0.0,0.0,0.0,17.356499,-45.611,0.0,272.925,96.775,43493.55,2.75,1,-0.0,B
59740,2023-01-19 09:00:00,3.0749998,1.27925,5114.25,4567.5,19.15,3301.4,0.0,267.15002,15.875,13302.3,0.075,0.0,92.675,7.0,1.6,0.0,1.9,0.0,0.0,1.0,0.5,996.25,0.0,0.0,983.1,989.3,0.0,0.0,75.575,995.575,,0.0,0.0,0.0,0.0,150.5405,2.49575,0.0,273.4,99.9,51369.3,1.9,1,10.0538751058,B
59780,2023-01-21 01:00:00,3.4,1.305,1644.4,0.0,0.0,664.05,0.0,268.32498,0.0,0.0,0.0,0.0,94.45,7.0,0.0,0.0,0.2,0.0,0.0,0.0,1.0,1026.65,0.0,0.0,1013.175,1019.55,0.0,0.0,65.825,1025.95,,0.0,0.0,0.0,0.0,36.61275,-42.57275,0.0,273.1,97.375,46289.473,2.5,1,-0.0,B
59753,2023-01-19 22:00:00,2.6,1.30375,2147.15,0.0,0.0,28.9,0.0,265.34998,0.0,0.0,0.0,0.0,44.375,7.0,0.0,0.0,1.6,0.0,0.0,0.0,1.0,1004.4,0.0,0.0,991.025,997.375,0.0,0.0,81.85,1003.725,,0.0,0.0,0.0,0.0,338.23526,-45.545998,0.0,270.5,61.05,35271.574,1.9,1,-0.0,B
59768,2023-01-20 13:00:00,2.6,1.30675,,177061.3,26.775,873.025,0.0,264.95,21.05,123779.4,12.1,78579.0,31.95,7.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1017.075,0.0,0.0,1003.575,1009.94995,0.0,0.0,67.3,1016.35,,0.0,0.0,0.0,0.0,206.59125,3.36825,0.0,270.0,31.95,55815.4,1.7,1,19.584859248284378,B
59760,2023-01-20 05:00:00,2.475,1.31,28.9,0.0,0.0,45.475,0.0,264.575,0.0,0.0,0.0,0.0,33.25,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1010.075,0.0,0.0,996.575,1002.95,0.0,0.0,82.05,1009.375,,0.0,0.0,0.0,0.0,97.7,-18.84825,0.0,269.5,33.9,37613.023,1.8249999,1,-0.0,B
59722,2023-01-18 14:00:00,3.4,1.26325,3584.8,70319.8,1.525,3088.8,0.0,268.55,1.925,68305.4,0.0,12076.7,100.0,7.0,0.0,0.0,0.0,0.0,0.0,0.25,1.0,986.65,0.0,0.0,973.65,979.75,0.0,0.0,76.775,985.95,,0.0,0.0,0.0,0.075,220.224,-0.75925004,0.0,274.25,100.0,44971.5,1.1500001,1,0.472506218446875,B
59705,2023-01-17 21:00:00,3.8,1.25225,4647.35,0.0,0.0,2498.375,0.0,269.875,0.0,0.0,0.0,0.0,93.75,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,986.6,0.0,0.0,973.6,979.7,0.0,0.0,73.075005,985.825,,0.0,0.0,0.0,0.05,319.28998,-42.501,0.0,275.35,100.0,45706.023,4.2,1,-0.0,B
59708,2023-01-18 00:00:00,3.825,1.253,3482.3,0.0,0.0,1808.1001,0.0,269.9,0.0,0.0,0.0,0.0,92.525,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,986.075,0.0,0.0,973.025,979.175,0.0,0.0,75.85,985.3,,0.0,0.0,0.0,0.1,17.789001,-46.20425,0.0,274.6,98.325,22837.324,4.05,1,-0.0,B
59764,2023-01-20 09:00:00,2.4,1.31225,28.8,6648.8,20.725,203.20001,0.0,264.4,16.625,15536.9,4.725,0.0,34.95,7.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,1014.0,0.0,0.0,1000.6,1007.0,0.0,0.0,79.85,1013.4,,0.0,0.0,0.0,0.0,150.422,2.68325,0.0,268.6,34.95,39148.773,1.8,1,13.914568774437498,B
59781,2023-01-21 02:00:00,3.35,1.3065,5185.65,0.0,0.0,931.7,0.0,268.2,0.0,0.0,0.0,0.0,81.75,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1027.0,0.0,0.0,1013.525,1019.9,0.0,0.0,65.225,1026.3,,0.0,0.0,0.0,0.0,54.07675,-37.8115,0.0,273.25,99.825005,51997.477,2.55,1,-0.0,B
59754,2023-01-19 23:00:00,2.5749998,1.30475,3559.475,0.0,0.0,28.9,0.0,265.125,0.0,0.0,0.0,0.0,43.65,7.0,0.0,0.0,1.6,0.0,0.0,0.0,1.0,1005.1,0.0,0.0,991.75,998.075,0.0,0.0,82.025,1004.45,,0.0,0.0,0.0,0.0,178.54451,-46.894,0.0,270.5,54.725,35520.676,1.9,1,-0.0,B
59748,2023-01-19 17:00:00,2.8,1.2935,4909.45,0.0,0.0,4591.75,0.0,266.25,0.0,0.0,0.0,0.0,99.75,7.0,0.0,0.0,1.6,0.0,0.0,0.0,1.0,1000.725,0.0,0.0,987.425,993.7,0.0,0.0,78.1,1000.0,,0.0,0.0,0.0,0.0,259.4165,-17.630249,0.0,271.2,100.0,48836.45,1.875,1,-0.0,B
59874,2023-01-25 00:00:00,6.05,1.2565,1251.05,0.0,0.0,1131.75,0.0,276.575,0.0,0.0,0.0,0.0,100.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1011.4,0.0,0.0,998.525,1004.675,0.0,0.0,76.5,1010.825,,0.0,0.0,0.0,0.0,16.83125,-44.726753,0.075,280.8,100.0,49718.5,2.5,1,-0.0,B
59848,2023-01-23 22:00:00,5.4,1.28375,1281.025,0.0,0.0,1009.9,0.0,274.82498,0.0,0.0,0.0,0.0,100.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1020.95,0.0775,1.0,1007.7,1014.0,0.0,0.1,76.675,1020.3,,0.0,0.0,0.0,0.725,338.08148,-44.635002,0.3,277.45,100.0,5923.725,0.92499995,1,-0.0,B
59866,2023-01-24 16:00:00,6.3500004,1.2635,1073.65,0.0,0.0,933.05,0.0,277.25,0.0,0.0,0.0,0.0,100.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1017.1,0.0425,0.25,1004.0,1010.19995,0.0,0.0,76.575,1016.4,,0.0,0.0,0.0,0.15,246.63501,-10.0824995,0.125,280.05,100.0,27569.324,3.2,1,-0.0,B
59871,2023-01-24 21:00:00,6.2,1.263,1202.675,0.0,0.0,1105.175,0.0,276.9,0.0,0.0,0.0,0.0,100.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1013.975,0.0,0.0,1001.05,1007.2,0.0,0.0,77.525,1013.4,,0.0,0.0,0.0,0.0,319.30826,-40.91375,0.275,280.5,100.0,39143.65,2.3,1,-0.0,B
59823,2023-01-22 21:00:00,2.35,1.3004999,5383.825,0.0,0.0,1513.7,0.0,263.55,0.0,0.0,0.0,0.0,86.125,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1025.3501,0.0,0.0,1011.95,1018.3,0.0,0.0,25.175,1024.6749,,0.0,0.0,0.0,0.0,319.273,-41.39225,0.0,274.35,100.0,63600.273,0.92499995,1,-0.0,B
59825,2023-01-22 23:00:00,2.425,1.2985001,2843.575,0.0,0.0,1459.1,0.0,264.05,0.0,0.0,0.0,0.0,94.35,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1025.8,0.0,0.0,1012.375,1018.725,0.0,0.0,27.775,1025.075,,0.0,0.0,0.0,0.075,178.2595,-46.2425,0.05,274.7,100.0,61896.6,0.3,1,-0.0,B
59838,2023-01-23 12:00:00,4.875,1.296,1136.925,253228.6,61.1,884.69995,0.0,273.3,9.75,41609.8,0.0,0.0,100.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1026.05,0.085,1.0,1012.675,1019.0,0.0,0.1,75.65,1025.35,,0.0,0.0,0.0,1.0,192.4975,6.302,0.1,274.9,100.0,3701.725,0.625,1,3.5309312792531253,B
59810,2023-01-22 08:00:00,2.1,1.3215001,,0.0,1.425,,0.0,262.475,1.05,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.25,1.0,1027.625,0.0,0.0,1014.1,1020.525,0.0,0.0,36.125,1027.0,,0.0,0.0,0.0,0.0,136.61275,-0.9165,0.0,272.75,0.0,57344.6,1.6,1,-0.0,B
59814,2023-01-22 12:00:00,2.225,1.30225,,240931.5,57.850002,,0.0,262.8,30.625,117899.3,50.975,203499.7,0.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1025.4,0.0,0.0,1011.95,1018.325,0.0,0.0,28.15,1024.675,,0.0,0.0,0.0,0.0,192.536,6.06775,0.0,274.25,0.0,67374.75,0.775,1,35.41152040650312,B
59806,2023-01-22 04:00:00,2.4,1.321,,0.0,0.0,,0.0,264.05,0.0,0.0,0.0,0.0,5.45,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1028.125,0.0,0.0,1014.6,1021.025,0.0,0.0,39.65,1027.5,,0.0,0.0,0.0,0.0,83.90075,-25.219,0.0,273.15,5.45,61492.273,1.8499999,1,-0.0,B
